name,number,type
AQ-安全评估经理（广州）,1,职能类
22989-专有云网络高级产品经理（深圳）,3,产品/项目类
23872-综合商务运营经理,1,市场类
22090-快报高级产品经理,1,产品/项目类
AQ-安全评估经理（深圳总部）,1,职能类
15573-全球化SLG活动策划（上海）,1,产品/项目类
15573-《乱世王者》资深活动策划（上海）,1,产品/项目类
15573-SLG手游运营经理（上海）,1,产品/项目类
21557-音视频实验室视频内核专家（深圳/北京/美国）,1,技术类
22850-腾讯视频会员数据产品经理（北京）,1,产品/项目类
CSIG07-桌面安全产品部视觉设计师（深圳）,1,设计类
HY6-互娱高级产品运营经理（深圳）,1,产品/项目类
30622-腾讯广告后台开发工程师（QQ广告 深圳）,1,技术类
TEG03-海量计算组组长（深圳）,1,技术类
TEG03-实时平台组组长（深圳）,1,技术类
22989-腾讯云API开源工程师,2,技术类
22989-云市场商家体系运营经理,1,产品/项目类
22989-云市场SaaS生态拓展经理(深圳/北京/上海/广州/成都),1,市场类
22989-CDN产品架构师,2,产品/项目类
PCG19-大数据开发工程师（北京）,1,技术类
30626-腾讯广告华南渠道销售经理（广州）,1,市场类
29477-IP采购经理,1,内容编辑类
EC-教育创想空间设备运维工程师,1,技术类
22989-腾讯云高级项目经理（深圳）,1,产品/项目类
22989-腾讯云API高级研发工程师,2,技术类
CSIG16-地图数据系统架构高级工程师,2,技术类
15851-游戏研发项目管理（深圳）,1,产品/项目类
TEG02-网管系统后台开发工程师（深圳）,2,技术类
TEG02-资深网络优化工程师（深圳）,1,技术类
CSIG02-腾讯云旅游行业高级运营经理（深圳）,1,产品/项目类
25923-C++后台开发工程师（深圳）,2,技术类
CSIG16-合作产品负责人,1,产品/项目类
25927-移动游戏高级测试开发工程师（成都）,1,技术类
WXG03-115 小程序开发工具链前端开发（广州）,1,技术类
15573-全球化SLG商业化策划(上海),2,产品/项目类
19332-自然语言处理工程师（上海）,1,技术类
30625-腾讯广告金融行业广告运营（北京）,1,产品/项目类
20742-资深（专家）游戏技术美术总监（深圳）,1,设计类
20742-资深（专家）3D特效设计师（深圳）,1,设计类
20742-高级（专家级）3D角色设计师（深圳）,1,设计类
20742-高级（专家级）3D场景设计师（深圳）,1,设计类
20742-高级（专家级）概念原画设计师（深圳）,1,设计类
21527-腾讯音乐内部审计师（深圳）,3,职能类
PCG04-JAVA客户端开发（深圳）,1,技术类
20742-资深（专家）游戏技术美术（深圳）,1,设计类
PCG14-应用宝合作运营产品策划（深圳）,1,产品/项目类
HY3-虚拟偶像动画导演（深圳）,1,产品/项目类
25924-大数据平台开发工程师（深圳）,1,技术类
HY3-虚拟偶像文学编剧（深圳）,1,产品/项目类
15605-火影忍者ACT手游UI设计,1,设计类
18436-大数据开发高级工程师（深圳）,1,技术类
CB-薪酬福利经理（深圳）,2,职能类
AQ-法律合作研究经理（深圳）,2,职能类
22850-腾讯视频会员数据分析工程师（深圳）,1,技术类
TEG02-网管产品经理（深圳）,1,产品/项目类
TEG05-高级安全解决方案工程师（深圳）,1,技术类
TEG05-应用运维安全高级工程师,1,技术类
TEG05-高级安全工程师（渗透测试/红蓝对抗）,1,技术类
TEG05-高级安全工程师（应急响应）,1,技术类
25927-高级测试开发工程师,1,技术类
30359-后台策略安全工程师,1,技术类
28481-腾讯医疗售前解决方案架构师（深圳）,1,技术类
28481-腾讯医疗售前解决方案架构师(成都）,1,技术类
18402-MMO手游平台渠道运营(深圳）,1,产品/项目类
31967-企鹅电竞商业化运营经理（商务运营向）,1,产品/项目类
18796-腾讯即玩云游戏游戏引擎渲染高级工程师(深圳）,1,技术类
30628-腾讯广告平台高级产品经理（上海）,1,产品/项目类
TEG04-Web开发工程师（深圳）,2,技术类
WXG03-小程序推荐算法工程师,1,技术类
15575-《圣斗士星矢》高级特效设计师（成都）,1,设计类
30628-腾讯广告数据管理Web前端工程师（研发中心-上海）,1,技术类
17759-腾讯视频用户增长BI分析师,1,市场类
PCG17-3D动画设计师,1,设计类
28297-发行制作人,1,产品/项目类
18402-RPG手游市场运营（深圳）,1,产品/项目类
CSIG16-地图数据工艺高级产品经理,1,产品/项目类
22989-腾讯云资源成本数据运营（深圳）,1,产品/项目类
22989-腾讯云资源成本运营规划（技术架构优化方向）,2,技术类
30630-腾讯广告商业分析（产品技术）（深圳/上海）,1,市场类
25666-华东区域销售总监/组长(上海),2,市场类
TEG02-网络工程管理工程师（深圳）,1,技术类
25927-游戏测试经理（深圳）,1,技术类
25927-游戏测试经理（深圳）,1,技术类
CSIG16-车联网大数据及算法产品经理,1,产品/项目类
EC-编程教育教师培训专员（深圳）,1,产品/项目类
27931-产品内容策划(深圳）,1,产品/项目类
27552-投资总监（深圳）,1, 
15569-写实竞速手游技术美术（深圳）,2,设计类
CSIG07-安全技术高级工程师（北京）,2,技术类
25663-泛互联网业务架构师（深圳/武汉）,2,技术类
9615-CDG高级秘书（深圳）,1,职能类
TME-全民K歌推荐策略产品经理,1,产品/项目类
TME-全民K歌内容安全产品经理,1,产品/项目类
CDG-FiT-HRBP（深圳）,1,职能类
TME-腾讯音乐质量管理工程师,1,技术类
17759-腾讯视频安全平台产品经理,3,产品/项目类
25924-运营平台架构师（深圳）,1,技术类
WXG02-113 微信监控平台后台开发工程师（广州）,1,技术类
TEG02-PHP开发工程师（深圳）,2,技术类
21530-腾讯音乐高级人力规划经理（深圳）,1,职能类
TME-QQ音乐开放平台产品策划（深圳）,1,产品/项目类
TEG15-密码学信息安全工程师（深圳）,1,技术类
WXG02-113 微信后台开发工程师(广州）,1,技术类
23294-赛事直播高级产品经理(深圳),1,产品/项目类
27261-高级舆情研究员,2,职能类
25927-先游高级产品经理（上海）,1,产品/项目类
25927-游戏性评测工程师（上海）,1,技术类
TME-全民K歌web前端工程师（深圳）,2,技术类
25923-数据分析平台开发工程师（Python）（深圳）,1,技术类
WXG02-122 微信监控平台算法工程师（广州）,1,技术类
WXG02-115 微信运营平台web前端工程师（广州）,2,技术类
25928-高级游戏前台开发工程师,1,技术类
15614-SLG手游3D特效设计师（上海）,1,设计类
15614-SLG手游后台开发工程师（上海）,2,技术类
WXG02-113 微信后台高级工程师（广州）,1,技术类
TEG12-平台运营经理（深圳）,1,技术类
TEG02-网络管理平台资深架构师（深圳）,1,技术类
TME-腾讯音乐音质检测与评估算法工程师（深圳）,1,技术类
18914-秘书,1,职能类
25923-Python高级工程师,1,技术类
WXG02-133 微信小游戏高级运维工程师（广州/深圳）,1,技术类
27092-应用宝商业化游戏合作运营（深圳）,1,产品/项目类
22989-服务器系统工程师（机型选型方向）,2,技术类
25926-后台开发工程师（深圳）,1,技术类
25927-移动游戏高级测试开发工程师（上海）,1,技术类
29777-腾讯云移动开发平台高级产品经理（深圳、北京、上海）,2,产品/项目类
29777-腾讯云金融行业后台开发高级工程师,2,技术类
29777-金融云区块链高级研发工程师（深圳）,2,技术类
GY0-【国际业务部】Senior Web Developer（Hong Kong）,1,技术类
FC-运营类采购商务主管,1,职能类
30628-腾讯广告企业CRM应用开发工程师（上海）,1,技术类
WXG09-331 微信海外市场经理（广州）,1,市场类
21532-腾讯音乐综合行政专员（深圳）,1,职能类
TEG14-社交业务图像处理开发工程师,2,技术类
CSIG16-自动驾驶高精地图（工具研发）（北京),1,技术类
22086-体育数据产品经理,1,产品/项目类
19511-游戏学院产业研究经理(深圳）,1,产品/项目类
TME-TME-QQ音乐创新平台iOS开发工程师（深圳）,1,技术类
30626-腾讯广告渠道经理（北京）,1,市场类
18427-iOS移动客户端开发高级工程师,1,技术类
27092-应用宝商业化内部合作产品策划（深圳）,1,产品/项目类
PCG14-推荐算法工程师（深圳）,1,技术类
22850-数据分析师（策略分析方向）,1,市场类
30630-腾讯广告高级运营经理-销售咨询（北京/深圳）,1,市场类
30630-腾讯广告数据分析师-销售支持（深圳）,1,技术类
25926-游戏安全高级产品运营（深圳）,1,产品/项目类
TME-腾讯音乐后台策略安全（深圳）,2,技术类
30625-腾讯广告方案高级策划经理-教育方向（北京）,1,市场类
15605-移动游戏平台运营（深圳）,1,产品/项目类
XTB-秘书（深圳）,1,职能类
18435-风控产品经理,2,产品/项目类
TME-QQ音乐营收产品策划（深圳）,1,产品/项目类
25928-游戏AI研究组长/总监（美国）,1,技术类
26832-招聘专员(英文/日文),5,职能类
25926-游戏安全高级产品策划（深圳）,1,产品/项目类
25923-平台运维工程师（深圳）,2,技术类
CSIG16-腾讯地图服务和客户端引擎数据编译架构师,1,技术类
26699-智慧零售后台研发工程师（深圳/上海）,3,技术类
26381-腾云后台工程师（合资公司编制-昆明）,2,技术类
26381-腾云前端工程师（合资公司编制-云南）,2,技术类
TEG07-Android开发工程师（深圳）,1,技术类
CSIG17-云测试高级工程师（成都）,2,技术类
23293-互娱王者荣耀高级品牌经理（深圳）,1,市场类
24491-王者荣耀全球版-手游资深特效设计师(深圳),2,设计类
30632-腾讯广告生态合作运营经理,1,市场类
WXG04-115 微信游戏后台开发工程师（深圳）,8,技术类
23295-互娱媒介经理（深圳）,2,市场类
27092-腾讯效果广告-商业策略高级产品经理（深圳）,1,产品/项目类
25666-腾讯云西南区域销售（贵阳）,1,市场类
25666-腾讯云西南区域销售（广西）,1,市场类
CSIG16-腾讯地图在线导航服务和策略算法工程师,1,技术类
CSIG16-腾讯地图渲染引擎算法工程师,1,技术类
23293-互娱品牌经理（深圳）,1,市场类
23294-互娱品牌经理（深圳）,3,市场类
WXG10-212 企业邮箱产品策划经理（广州）,1,产品/项目类
TEG02-网络运营架构师（深圳）,1,技术类
28937-高级游戏引擎开发工程师（深圳）,1,技术类
TEG02-网络管控系统后台开发工程师（深圳）,1,技术类
24491-资深角色原画设计师(深圳),1,设计类
22989-大数据人工智能产品项目经理,2,产品/项目类
TEG02-云业务保障工程师（深圳）,2,技术类
TEG02-高级网络运营工程师DC（深圳）,1,技术类
25925-运营开发工程师（深圳）,1,技术类
30621-腾讯社交广告商业平台产品经理(新闻视频广告 深圳）,2,产品/项目类
30361-深度学习（图像处理）研发工程师（上海）,1,技术类
PCG14-应用宝后台开发（深圳）,1,技术类
25924-Web高级开发工程师,1,技术类
TEG06-高级应用开发工程师（Java/Golang/PHP）(深圳),1,技术类
25667-运营商渠道销售,3,市场类
WXG03-211 微信开放平台社区产品策划(广州),1,产品/项目类
WXG10-322 企业微信渠道经理（广州）,1,市场类
28936-高级移动游戏平台渠道经理（深圳）,1,产品/项目类
15612-资深系统策划（深圳）,1,产品/项目类
27193-互娱创意指导（深圳）,1,设计类
TEG02-高级网络运营工程师DCI（深圳）,1,技术类
CSIG16-web测试工程师,1,技术类
WXG07-QQ邮箱后台开发工程师,1,技术类
WXG07-数据挖掘算法工程师（广州）,1,技术类
WXG10-321 企业微信商务推广经理（北京-快消）,1,市场类
18432-理财业务运营分析及商务支持经理,1,产品/项目类
18435-项目经理,1,产品/项目类
CSIG16-地图数据高级产品经理,1,产品/项目类
CSIG16-地图数据评测工程师,4,技术类
CSIG16-服务端接口测试,1,技术类
CSIG16-地图数据产品经理,1,产品/项目类
CSIG16-地图数据平台后台高级研发工程师,6,技术类
CSIG16-地图平台高级产品经理,2,产品/项目类
CSIG16-地图平台产品经理,1,产品/项目类
CSIG16-地图数据平台后台研发工程师,6,技术类
CSIG16-POI数据策略高级工程师,2,技术类
CSIG16-地图搜索开发工程师(北京),1,技术类
32342-智慧影视高级产品经理,1,产品/项目类
32342-智慧影视产品经理,1,产品/项目类
WXG01-微信 Android 基础优化研发工程师,1,技术类
30632-腾讯广告商业产品经理,1,产品/项目类
CSIG17-测试开发高级工程师,1,技术类
TB-投资公关经理,1, 
22989-物联网移动端Android高级开发工程师,1,技术类
PCG09-信息流内容策略产品经理,1,产品/项目类
17467-商务拓展高级经理,1,市场类
9615-CDG部门秘书（深圳）,1,职能类
